,0,1
0,gene_7964,57.81401893333333
1,gene_2,0.164836884
2,gene_18746,34.78020158666667
3,gene_28,0.172956467
4,gene_4,0.141555786
5,gene_14092,12.814574255
6,gene_9652,15.2164288
7,gene_5407,8.18137264
